trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",25,0,-232.78524596306727,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
2,False,"{'a': 0.5, 'e': 0.990025}",20,0,-171.79297211804135,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.985074875}",25,0,-59.47214819518499,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.980149500625}",20,0,-84.6087057056986,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.975248753121875}",25,0,-168.0067181693853,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.9703725093562656}",30,0,-153.99823751907698,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9655206468094842}",25,0,-108.03582335854819,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9606930435754368}",30,13,-62.82759292579683,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
9,False,"{'a': 0.5, 'e': 0.9558895783575596}",20,2,-125.84227138245802,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 2}",1
10,False,"{'a': 0.5, 'e': 0.9511101304657719}",25,8,-113.51478468362458,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
11,False,"{'a': 0.5, 'e': 0.946354579813443}",20,0,-86.46787097595218,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9416228069143757}",25,0,-91.08223852089452,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9369146928798039}",20,0,-183.52053849756214,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
14,False,"{'a': 0.5, 'e': 0.9322301194154049}",20,0,-122.2203916851491,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9275689688183278}",25,2,-61.28559429890963,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.9229311239742362}",30,0,-119.98814773317024,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.918316468354365}",25,0,-287.3819227898906,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 6}",0
18,False,"{'a': 0.5, 'e': 0.9137248860125932}",25,0,-125.53430831650032,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.9091562615825302}",20,0,-167.5227377032926,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9046104802746175}",25,0,-56.56421951631291,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9000874278732445}",20,0,-62.32372607713472,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8955869907338783}",20,0,-83.51016597226699,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,10,-42.66830217849606,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.5, 'e': 0.8866535105013078}",20,0,-31.372017691641865,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8822202429488012}",20,8,-20.304413615354456,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.8778091417340572}",30,0,-157.81514979164353,"{0: 20, 1: 3, 2: 2, 3: 3, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.873420096025387}",35,0,-213.404039151242,"{0: 20, 1: 2, 2: 9, 3: 1, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.86905299554526}",20,0,-118.69965863395842,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.8647077305675337}",20,3,-75.8706127965905,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.8603841919146961}",20,0,-12.812596891447074,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-63.14028773599401,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.8518018596003469}",20,0,-98.37427827461241,"{0: 13, 1: 0, 2: 3, 3: 4, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.8475428503023452}",25,0,-136.78399013714497,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.8433051360508335}",25,0,-105.5323860991918,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.8390886103705792}",30,0,-100.52546298514653,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.8348931673187264}",20,16,8.404940062324401,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.8307187014821328}",20,0,-139.8053808765486,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.826565107974722}",30,21,7.038245633670126,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.8224322824348484}",25,0,-204.7936254511291,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 4}",0
40,False,"{'a': 0.5, 'e': 0.8183201210226743}",30,0,-113.59706028512043,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,0,-55.707663613108515,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.810157377815473}",25,0,-48.45857090895964,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.8061065909263957}",25,13,-59.47741093218398,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.8020760579717637}",30,0,-86.1924873036575,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.7980656776819048}",25,5,-29.97079183299262,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.7940753492934953}",25,0,-49.88965017430006,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7901049725470278}",20,0,-116.00955555850925,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.7861544476842928}",25,0,-109.27306447977975,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.7822236754458712}",30,0,-100.56097439598307,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.7783125570686419}",20,0,-97.9145604079033,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7744209942832987}",35,0,-228.59092421344198,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 5}",0
52,False,"{'a': 0.5, 'e': 0.7705488893118821}",25,4,-3.94817788456123,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.7666961448653228}",25,0,-68.7106214517138,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.7628626641409961}",20,2,-64.09803076103243,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.7590483508202912}",25,0,-89.34834738906105,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.7552531090661897}",20,0,-59.750831192730324,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,0,-71.68982008453547,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.7477194593032545}",20,0,-83.18402445348545,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.7439808620067382}",35,19,-32.10247959869784,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.7402609576967045}",20,9,-0.656554701344227,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.736559652908221}",30,0,-129.83338577797042,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.7328768546436798}",25,8,-62.36671668524628,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.7292124703704614}",20,12,-9.53241621850676,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.7255664080186092}",25,0,-173.7632011731136,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.7219385759785161}",25,0,-132.8176098261208,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.7183288830986235}",25,0,-121.38518760140636,"{0: 14, 1: 0, 2: 8, 3: 3, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.7147372386831303}",20,0,-111.8461341308434,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7111635524897147}",25,0,-62.82510710241989,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.7076077347272661}",30,0,-126.26548885470066,"{0: 21, 1: 1, 2: 3, 3: 4, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.7040696960536298}",20,0,-80.5219796228174,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.7005493475733616}",20,0,-29.010387816697165,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.6970466008354949}",30,0,-83.76699225436364,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.6935613678313174}",25,20,9.281330013990766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6900935609921608}",20,10,-52.29939919029922,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.6866430931872}",25,0,-3.323761787081011,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.683209877721264}",20,6,-32.634181993560226,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.6797938283326577}",20,0,-103.9348755221856,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6763948591909944}",20,0,-57.227080310879124,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.6730128848950394}",35,5,-182.18322787550045,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",1
80,False,"{'a': 0.5, 'e': 0.6696478204705641}",25,0,-150.72115220234434,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.6662995813682113}",20,13,-21.44880188500671,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.6629680834613703}",20,0,-97.78409690349756,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.6596532430440635}",30,21,4.001995838100903,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,7,-60.91461106523893,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.653073201944699}",30,13,-16.804871193581683,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,0,-69.85556296452505,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.6465587967553006}",30,0,-28.794563343866283,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.6433260027715241}",25,0,-83.2691520297156,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.6401093727576664}",30,8,-73.77889284222101,"{0: 17, 1: 0, 2: 2, 3: 2, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.6369088258938781}",25,3,-7.8605991354125155,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.6337242817644086}",25,8,-76.04452491775689,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.6305556603555866}",20,0,-0.06366743407764797,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.6274028820538087}",25,0,-72.63624293711331,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.6242658676435396}",30,0,-129.8928985757834,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.621144538305322}",20,0,-12.780845726100207,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6180388156137954}",25,3,-94.96225361747412,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 2}",1
97,False,"{'a': 0.5, 'e': 0.6149486215357264}",20,0,-26.601302911242456,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.6118738784280477}",20,6,-21.863711540071073,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.6088145090359075}",20,0,-83.36378825662497,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.6057704364907279}",20,0,-69.34192217706881,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.6027415843082743}",25,0,8.585747248689385,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.599727876386733}",20,0,-16.775999045516535,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.5967292370047993}",30,13,-35.678409583228444,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.5937455908197753}",25,0,-68.2205279941714,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.5907768628656764}",20,0,-120.84328202333127,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.587822978551348}",20,0,-65.8858434622137,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.5848838636585912}",30,5,0.6733998660212512,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402983}",20,0,-122.30817020342906,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.5790496471185967}",20,0,-68.50724954741727,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",20,0,5.399926564268572,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.5732736268885887}",20,8,-105.86635835118183,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 2}",1
112,False,"{'a': 0.5, 'e': 0.5704072587541459}",25,0,-45.829715466266435,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.5675552224603752}",25,4,-61.790722865153086,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",20,0,-86.56445598980719,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",20,7,-45.841291956431554,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",20,6,-19.22502186274206,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.5562889678716474}",25,0,-24.701486758567416,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.5535075230322892}",20,1,-18.655322868675867,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5507399854171278}",25,11,-19.416918281466444,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.5479862854900421}",25,0,-37.65798860128162,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.5452463540625919}",20,3,-24.364533108506116,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.542520122292279}",20,0,-62.21206071029122,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.5398075216808176}",30,9,-42.599344371316874,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",20,0,-29.343700164310597,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.5344229416520514}",20,0,-20.354430929717346,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.5317508269437912}",25,0,0.38337072010359496,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",25,11,-28.255121968452602,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",20,0,-35.86044506577561,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",25,3,-32.617822172457565,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",20,0,-60.00068862833424,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",20,0,-107.14274787230624,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.515996384293716}",20,3,-41.06056920304933,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",30,15,-22.14049911017553,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",30,8,-62.96475714469376,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",20,6,5.510584251062456,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",20,7,-52.4135156313222,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",20,0,-52.54491708941821,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",20,10,6.867959210446566,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",20,0,-71.66505721324016,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,0,-36.752966596860624,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",25,0,9.03568613203064,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",30,0,-12.454293679492238,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",20,0,-54.776987836531106,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",20,0,-1.8422471978427009,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",30,0,-144.78119502014533,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 4}",0
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",25,0,-19.54793836156672,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",30,18,12.787286510850482,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",20,0,-72.05181258258067,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",20,0,-74.98073680903939,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",20,5,24.62087369938428,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",20,0,-71.68769954168688,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",25,4,-26.178517591592417,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",20,0,-18.448769406633737,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",25,13,-4.577384154261114,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.459809050793975}",25,8,-54.24981159191309,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",30,7,3.7930472170893554,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
